순위,기간시작,기간종료,썸네일_이미지의_URL,영화명(국문),영화코드,하이퍼텍스트_링크,줄거리
1,20170918,20170924,,아이 캔 스피크,20174142,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190902,
2,20170918,20170924,https://ssl.pstatic.net/imgmovie/mdi/mit110/1378/137890_P95_163447.jpg,살인자의 기억법,20154909,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137890,"예전에는 연쇄살인범이었지만 지금은 알츠하이머에 걸린 병수. 우연히 접촉사고로 만나게 된 남자 태주에게서 자신과 같은 눈빛을 발견하고 그 역시 살인자임을 직감한다.  병수는 경찰에 그를 연쇄살인범으로 신고하지만 태주가 그 경찰이었고, 아무도 병수의 말을 믿지 않는다. 태주는 은희 곁을 맴돌며 계속 병수의 주변을 떠나지 않고, 병수는 혼자 태주를 잡기 위해 필사적으로 기록하고 쫓지만 기억은 자꾸 끊기고, 오히려 살인 습관들이 되살아나며 병수는 망상과 실제 사이에서 혼란스러워진다.   다시 시작된 연쇄 살인사건, 놈의 짓이 맞을까!    네 기억은 믿지 마라!  그 놈은 살인자다!"
3,20170918,20170924,https://ssl.pstatic.net/imgmovie/mdi/mit110/1434/143402_P04_104703.jpg,베이비 드라이버,20171090,https://movie.naver.com/movie/bi/mi/basic.nhn?code=143402,"귀신 같은 운전 실력, 완벽한 플레이리스트를 갖춘 탈출 전문 드라이버 베이비. 
 어린 시절 사고로 청력에 이상이 생긴 그에게 음악은 필수다.
 그러던 어느 날, 운명 같은 그녀 데보라를 만나게 되면서 베이비는 새로운 인생으로의 탈출을 꿈꾸게 된다. 
 하지만 같은 팀인 박사, 달링, 버디, 배츠는 그를 절대 놓아주려 하지 않는데..."
4,20170918,20170924,https://ssl.pstatic.net/imgmovie/mdi/mit110/1379/137945_P07_102935.jpg,아메리칸 메이드,20177541,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137945,"뉴욕에서 워싱턴, 워싱턴에서 시카고로. 
 고객을 목적지까지 안전하게 모시는 것 외에 그 어떤 즐거움도 없던 민항기 1급 파일럿 ‘배리 씰’(톰 크루즈). 
 어느 날 배리를 찾아온 CIA 요원 ‘몬티 쉐퍼’(도널 글리슨)에 의해 그의 삶은 180도 뒤바뀌기 시작한다. 
 CIA와 손을 잡고 무기 밀반출을 돕기 시작한 배리는 찰나의 불법 행위로 거액의 돈다발을 거머쥐게 된다. 
 점점 더 큰 범죄 세계에 발을 들이게 된 그는 결국 FBI, CIA, 백악관 그리고 세계 최대 마약 조직까지 손을 뻗치게 되는데…"
5,20170918,20170924,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152625_P43_145550.jpg,킬러의 보디가드,20171962,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152625,"국제사법재판소의 증인으로 채택된 킬러를 반드시 지켜내야 하는 보디가드, 그에게 임무보다 더 어려운 난제는 구제불능 킬러와의 동거. 브로맨스 제로, 케미 0% 두 남자의 사상 최대 미션이 시작된다!"
6,20170918,20170924,https://ssl.pstatic.net/imgmovie/mdi/mit110/1675/167560_P15_134853.jpg,그것,20179696,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167560,"27년마다 아이들이 사라지는 마을 데리, 또 다시 ‘그것’이 나타났다.
 27년 전, 가장 무서워하는 것의 모습으로 나타나 아이들을 잡아먹는 그것 페니와이즈에 맞섰던 ‘루저 클럽’ 친구들은 어른이 되어도 더 커져만 가는 그것의 공포를 끝내기 위해 피할 수 없는 마지막 대결에 나선다."
7,20170918,20170924,https://ssl.pstatic.net/imgmovie/mdi/mit110/1595/159516_P07_112931.jpg,인비저블 게스트,20173945,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159516,"의문의 습격으로 살해 당한 ‘로라’
 ‘아드리안’은 연인의 죽음에 절망하고, 범인은 흔적도 없이 사라졌다. 
  
 유력한 용의자로 누명을 쓴 ‘아드리안’은 승률 100%의 변호사 ‘버지니아’를 선임한다.
 그리고 자신의 무죄를 입증하기 위해 고군분투하던 중 
 과거 그와 ‘로라’가 은폐한 교통사고와 숨겨진 연관성을 찾게 되는데…
 
 남은 시간은 단 3시간, 사건을 재구성해 무죄를 입증해야 한다!"
8,20170918,20170924,https://ssl.pstatic.net/imgmovie/mdi/mit110/0706/70627_P01_112804.jpg,잃어버린 도시 Z,20168241,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70627,"아마존 탐사 중 지금껏 알려지지 않은 문명의 증거를 발견한 퍼시 포셋(찰리 허냄)은
 이 문명을 인류 역사의 마지막 퍼즐 ‘Z’라 부르며 탐사에 열을 올린다.
 하지만 예기치 못한 사고로 번번히 탐사에 실패한 그는 ‘Z’를 찾는 일에 더욱 집착하게 되고,
 포기를 모르는 그의 집념은 점차 광기로 변해간다. 그리고, 마지막 탐사라는 이름으로
 아들 잭(톰 홀랜드)과 함께 아마존 정글로 다시 들어가는데…"
9,20170918,20170924,https://ssl.pstatic.net/imgmovie/mdi/mit110/1254/125401_P02_152612.jpg,몬스터 콜,20170607,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125401,"기댈 곳 없이 빛을 잃어가던 소년 ‘코너’. 
 어느 날 밤, ‘코너’의 방으로 상상 속에서만 존재하던 거대한 ‘몬스터’가 찾아온다. 
 ‘코너’는 매일 밤 그를 만나 이야기를 나누면서 
 외면했던 마음 속 상처들을 마주하게 되는데…"
10,20170918,20170924,https://ssl.pstatic.net/imgmovie/mdi/mit110/1464/146469_P46_100138.jpg,택시운전사,20162869,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146469,"택시운전사 만섭(송강호)은 외국손님을 태우고 광주에 갔다 통금 전에 돌아오면  밀린 월세를 갚을 수 있는 거금 10만원을 준다는 말에  독일기자 피터(토마스 크레취만)를 태우고 영문도 모른 채 길을 나선다.  광주 그리고 사람들. “모르겄어라, 우덜도 우덜한테 와 그라는지…” 어떻게든 택시비를 받아야 하는 만섭의 기지로 검문을 뚫고 겨우 들어선 광주.  위험하니 서울로 돌아가자는 만섭의 만류에도  피터는 대학생 재식(류준열)과 황기사(유해진)의 도움 속에 촬영을 시작한다.  그러나 상황은 점점 심각해지고 만섭은 집에 혼자 있을 딸 걱정에 점점 초조해지는데…"
1,20170911,20170917,https://ssl.pstatic.net/imgmovie/mdi/mit110/1378/137890_P95_163447.jpg,살인자의 기억법,20154909,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137890,"예전에는 연쇄살인범이었지만 지금은 알츠하이머에 걸린 병수. 우연히 접촉사고로 만나게 된 남자 태주에게서 자신과 같은 눈빛을 발견하고 그 역시 살인자임을 직감한다.  병수는 경찰에 그를 연쇄살인범으로 신고하지만 태주가 그 경찰이었고, 아무도 병수의 말을 믿지 않는다. 태주는 은희 곁을 맴돌며 계속 병수의 주변을 떠나지 않고, 병수는 혼자 태주를 잡기 위해 필사적으로 기록하고 쫓지만 기억은 자꾸 끊기고, 오히려 살인 습관들이 되살아나며 병수는 망상과 실제 사이에서 혼란스러워진다.   다시 시작된 연쇄 살인사건, 놈의 짓이 맞을까!    네 기억은 믿지 마라!  그 놈은 살인자다!"
2,20170911,20170917,https://ssl.pstatic.net/imgmovie/mdi/mit110/1434/143402_P04_104703.jpg,베이비 드라이버,20171090,https://movie.naver.com/movie/bi/mi/basic.nhn?code=143402,"귀신 같은 운전 실력, 완벽한 플레이리스트를 갖춘 탈출 전문 드라이버 베이비. 
 어린 시절 사고로 청력에 이상이 생긴 그에게 음악은 필수다.
 그러던 어느 날, 운명 같은 그녀 데보라를 만나게 되면서 베이비는 새로운 인생으로의 탈출을 꿈꾸게 된다. 
 하지만 같은 팀인 박사, 달링, 버디, 배츠는 그를 절대 놓아주려 하지 않는데..."
3,20170911,20170917,https://ssl.pstatic.net/imgmovie/mdi/mit110/1379/137945_P07_102935.jpg,아메리칸 메이드,20177541,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137945,"뉴욕에서 워싱턴, 워싱턴에서 시카고로. 
 고객을 목적지까지 안전하게 모시는 것 외에 그 어떤 즐거움도 없던 민항기 1급 파일럿 ‘배리 씰’(톰 크루즈). 
 어느 날 배리를 찾아온 CIA 요원 ‘몬티 쉐퍼’(도널 글리슨)에 의해 그의 삶은 180도 뒤바뀌기 시작한다. 
 CIA와 손을 잡고 무기 밀반출을 돕기 시작한 배리는 찰나의 불법 행위로 거액의 돈다발을 거머쥐게 된다. 
 점점 더 큰 범죄 세계에 발을 들이게 된 그는 결국 FBI, CIA, 백악관 그리고 세계 최대 마약 조직까지 손을 뻗치게 되는데…"
4,20170911,20170917,https://ssl.pstatic.net/imgmovie/mdi/mit110/1675/167560_P15_134853.jpg,그것,20179696,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167560,"27년마다 아이들이 사라지는 마을 데리, 또 다시 ‘그것’이 나타났다.
 27년 전, 가장 무서워하는 것의 모습으로 나타나 아이들을 잡아먹는 그것 페니와이즈에 맞섰던 ‘루저 클럽’ 친구들은 어른이 되어도 더 커져만 가는 그것의 공포를 끝내기 위해 피할 수 없는 마지막 대결에 나선다."
5,20170911,20170917,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152625_P43_145550.jpg,킬러의 보디가드,20171962,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152625,"국제사법재판소의 증인으로 채택된 킬러를 반드시 지켜내야 하는 보디가드, 그에게 임무보다 더 어려운 난제는 구제불능 킬러와의 동거. 브로맨스 제로, 케미 0% 두 남자의 사상 최대 미션이 시작된다!"
6,20170911,20170917,https://ssl.pstatic.net/imgmovie/mdi/mit110/1464/146469_P46_100138.jpg,택시운전사,20162869,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146469,"택시운전사 만섭(송강호)은 외국손님을 태우고 광주에 갔다 통금 전에 돌아오면  밀린 월세를 갚을 수 있는 거금 10만원을 준다는 말에  독일기자 피터(토마스 크레취만)를 태우고 영문도 모른 채 길을 나선다.  광주 그리고 사람들. “모르겄어라, 우덜도 우덜한테 와 그라는지…” 어떻게든 택시비를 받아야 하는 만섭의 기지로 검문을 뚫고 겨우 들어선 광주.  위험하니 서울로 돌아가자는 만섭의 만류에도  피터는 대학생 재식(류준열)과 황기사(유해진)의 도움 속에 촬영을 시작한다.  그러나 상황은 점점 심각해지고 만섭은 집에 혼자 있을 딸 걱정에 점점 초조해지는데…"
7,20170911,20170917,https://ssl.pstatic.net/imgmovie/mdi/mit110/1536/153652_P143_102651.jpg,청년경찰,20162442,https://movie.naver.com/movie/bi/mi/basic.nhn?code=153652,"의욕충만 경찰대생 기준(박서준) X 이론백단 경찰대생 희열(강하늘) 둘도 없는 친구인 두 사람은 외출을 나왔다 우연히 납치 사건을 목격하게 된다. 목격자는 오직 두 사람 뿐! 기준과 희열은 학교에서 배운 대로 지체 없이 경찰에 신고한다.  하지만 복잡한 절차와 부족한 증거로 수사는 전혀 진행될 기미가 보이지 않는 상황! 1분 1초가 급박한 상황에서 아까운 시간만 흘러가자,  기준과 희열은 직접 발로 뛰는 수사에 나서기로 하고 예측 불가능한 상황을 마주하게 되는데…  전공지식 총동원! 파릇파릇한 놈들의 혈기왕성 실전수사가 시작된다!"
8,20170911,20170917,https://ssl.pstatic.net/imgmovie/mdi/mit110/1628/162824_P28_134917.jpg,저수지 게임,20171923,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162824,"탐사보도 전문 ‘악마 기자’ 주진우가 누구나 알지만, 아무도 말 못하는 그분의 ‘검은 돈’을 찾고 있다.  해외를 넘나들며 그 돈과 관련된 연결고리의 실체를 추적해온 집념의 5년.  위험을 감수한 ‘딥쓰로트’의 제보로 드디어 그분의 꼬리 밟기에 성공하는데...  “저 돈을 쫓아가 보면 XX의 돈이 있어” 파도 파도, 까도 까도 끝없는 검은 돈의 연결고리가 밝혀진다!"
9,20170911,20170917,https://ssl.pstatic.net/imgmovie/mdi/mit110/1254/125401_P02_152612.jpg,몬스터 콜,20170607,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125401,"기댈 곳 없이 빛을 잃어가던 소년 ‘코너’. 
 어느 날 밤, ‘코너’의 방으로 상상 속에서만 존재하던 거대한 ‘몬스터’가 찾아온다. 
 ‘코너’는 매일 밤 그를 만나 이야기를 나누면서 
 외면했던 마음 속 상처들을 마주하게 되는데…"
10,20170911,20170917,https://ssl.pstatic.net/imgmovie/mdi/mit110/1670/167035_P26_162529.jpg,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,20171022,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167035,"코코밍이라면 누구나 꿈꿔 온 코코밍 세계에
 특별히 초대받은 미소와 코코밍들은
 신비롭고 환상적인 코코밍 세계를 신나게 탐험하기 시작한다.
 
 한편, 초대받지 못한 새 친구 푸르밍은 주인인 리아를 생각하는 마음에 코코밍 세계에 몰래 숨어들고
 남몰래 훔친 도토리 열쇠를 이용해 해피트리 입구에 들어간다.
 
 이 때, 푸르밍의 마이너스 파워로 해피트리에 큰 구멍이 생겨나고
 소중한 해피스타들이 우르르 세상 밖으로 쏟아지게 되는데..
 
 위험에 빠진 코코밍 세계와 인간세계! 
 과연 코코밍들은 힘을 합쳐 마법으로 세상을 구할 수 있을까?"
1,20170904,20170910,https://ssl.pstatic.net/imgmovie/mdi/mit110/1378/137890_P95_163447.jpg,살인자의 기억법,20154909,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137890,"예전에는 연쇄살인범이었지만 지금은 알츠하이머에 걸린 병수. 우연히 접촉사고로 만나게 된 남자 태주에게서 자신과 같은 눈빛을 발견하고 그 역시 살인자임을 직감한다.  병수는 경찰에 그를 연쇄살인범으로 신고하지만 태주가 그 경찰이었고, 아무도 병수의 말을 믿지 않는다. 태주는 은희 곁을 맴돌며 계속 병수의 주변을 떠나지 않고, 병수는 혼자 태주를 잡기 위해 필사적으로 기록하고 쫓지만 기억은 자꾸 끊기고, 오히려 살인 습관들이 되살아나며 병수는 망상과 실제 사이에서 혼란스러워진다.   다시 시작된 연쇄 살인사건, 놈의 짓이 맞을까!    네 기억은 믿지 마라!  그 놈은 살인자다!"
2,20170904,20170910,https://ssl.pstatic.net/imgmovie/mdi/mit110/1675/167560_P15_134853.jpg,그것,20179696,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167560,"27년마다 아이들이 사라지는 마을 데리, 또 다시 ‘그것’이 나타났다.
 27년 전, 가장 무서워하는 것의 모습으로 나타나 아이들을 잡아먹는 그것 페니와이즈에 맞섰던 ‘루저 클럽’ 친구들은 어른이 되어도 더 커져만 가는 그것의 공포를 끝내기 위해 피할 수 없는 마지막 대결에 나선다."
3,20170904,20170910,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152625_P43_145550.jpg,킬러의 보디가드,20171962,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152625,"국제사법재판소의 증인으로 채택된 킬러를 반드시 지켜내야 하는 보디가드, 그에게 임무보다 더 어려운 난제는 구제불능 킬러와의 동거. 브로맨스 제로, 케미 0% 두 남자의 사상 최대 미션이 시작된다!"
