순위,기간,영화코드,영화명(국문),기간순위,기간시작,기간종료,개봉일,감독명(국문),감독명(영문) 
4,20101122~20101128,20100213,부당거래,20101122~201011284,20101122,20101128,2010-10-28,류승완,RYOO Seung-wan
1,20101115~20101121,20101010,초능력자,20101115~201011211,20101115,20101121,2010-11-10,김민석,KIM Min-suk
2,20101115~20101121,20100213,부당거래,20101115~201011212,20101115,20101121,2010-10-28,류승완,RYOO Seung-wan
3,20101115~20101121,20101013,소셜 네트워크,20101115~201011213,20101115,20101121,2010-11-18,데이빗 핀처,David Fincher
4,20101115~20101121,20101070,언스토퍼블,20101115~201011214,20101115,20101121,2010-11-10,토니 스콧,Tony Scott
1,20101108~20101114,20101010,초능력자,20101108~201011141,20101108,20101114,2010-11-10,김민석,KIM Min-suk
2,20101108~20101114,20100213,부당거래,20101108~201011142,20101108,20101114,2010-10-28,류승완,RYOO Seung-wan
3,20101108~20101114,20101070,언스토퍼블,20101108~201011143,20101108,20101114,2010-11-10,토니 스콧,Tony Scott
4,20101108~20101114,20101008,레드,20101108~201011144,20101108,20101114,2010-11-03,로베르트 슈벤트케,Robert Schwentke
1,20101101~20101107,20100213,부당거래,20101101~201011071,20101101,20101107,2010-10-28,류승완,RYOO Seung-wan
2,20101101~20101107,20101008,레드,20101101~201011072,20101101,20101107,2010-11-03,로베르트 슈벤트케,Robert Schwentke
3,20101101~20101107,20101009,불량남녀,20101101~201011073,20101101,20101107,2010-11-04,신근호,Shin Keun-ho
4,20101101~20101107,20100302,심야의 F.M.,20101101~201011074,20101101,20101107,2010-10-14,김상만,KIM Sang-man
1,20101025~20101031,20100213,부당거래,20101025~201010311,20101025,20101031,2010-10-28,류승완,RYOO Seung-wan
2,20101025~20101031,20100302,심야의 F.M.,20101025~201010312,20101025,20101031,2010-10-14,김상만,KIM Sang-man
3,20101025~20101031,20101006,가디언의 전설,20101025~201010313,20101025,20101031,2010-10-28,잭 스나이더,Zack Snyder
4,20101025~20101031,20101015,파라노말 액티비티 2,20101025~201010314,20101025,20101031,2010-10-21,토드 윌리엄스,Tod Williams
1,20101018~20101024,20100302,심야의 F.M.,20101018~201010241,20101018,20101024,2010-10-14,김상만,KIM Sang-man
2,20101018~20101024,20101015,파라노말 액티비티 2,20101018~201010242,20101018,20101024,2010-10-21,토드 윌리엄스,Tod Williams
3,20101018~20101024,20100834,시라노; 연애조작단,20101018~201010243,20101018,20101024,2010-09-16,김현석,KIM Hyun-suk
4,20101018~20101024,20100835,방가? 방가!,20101018~201010244,20101018,20101024,2010-09-30,육상효,YOOK Sang-hyo
1,20101011~20101017,20100302,심야의 F.M.,20101011~201010171,20101011,20101017,2010-10-14,김상만,KIM Sang-man
2,20101011~20101017,20100834,시라노; 연애조작단,20101011~201010172,20101011,20101017,2010-09-16,김현석,KIM Hyun-suk
3,20101011~20101017,20100835,방가? 방가!,20101011~201010173,20101011,20101017,2010-09-30,육상효,YOOK Sang-hyo
4,20101011~20101017,20100979,검우강호,20101011~201010174,20101011,20101017,2010-10-14,오우삼,John Woo
1,20101004~20101010,20100834,시라노; 연애조작단,20101004~201010101,20101004,20101010,2010-09-16,김현석,KIM Hyun-suk
2,20101004~20101010,20100835,방가? 방가!,20101004~201010102,20101004,20101010,2010-09-30,육상효,YOOK Sang-hyo
3,20101004~20101010,20100977,적인걸: 측천무후의 비밀,20101004~201010103,20101004,20101010,2010-10-06,서극,Hark Tsui
4,20101004~20101010,20100991,먹고 기도하고 사랑하라,20101004~201010104,20101004,20101010,2010-09-30,라이언 머피,Ryan Murphy
1,20100927~20101003,20100834,시라노; 연애조작단,20100927~201010031,20100927,20101003,2010-09-16,김현석,KIM Hyun-suk
2,20100927~20101003,20100991,먹고 기도하고 사랑하라,20100927~201010032,20100927,20101003,2010-09-30,라이언 머피,Ryan Murphy
3,20100927~20101003,20100835,방가? 방가!,20100927~201010033,20100927,20101003,2010-09-30,육상효,YOOK Sang-hyo
4,20100927~20101003,20100833,무적자,20100927~201010034,20100927,20101003,2010-09-16,송해성,SONG Hae-sung
1,20100920~20100926,20100834,시라노; 연애조작단,20100920~201009261,20100920,20100926,2010-09-16,김현석,KIM Hyun-suk
2,20100920~20100926,20100833,무적자,20100920~201009262,20100920,20100926,2010-09-16,송해성,SONG Hae-sung
3,20100920~20100926,20100811,레지던트 이블 4: 끝나지 않은 전쟁 3D,20100920~201009263,20100920,20100926,2010-09-16,폴 W.S. 앤더슨,Paul W.S. Anderson
4,20100920~20100926,20100814,슈퍼  배드,20100920~201009264,20100920,20100926,2010-09-16,피에르 꼬팽,Pierre Coffin
1,20100913~20100919,20100833,무적자,20100913~201009191,20100913,20100919,2010-09-16,송해성,SONG Hae-sung
2,20100913~20100919,20100305,해결사,20100913~201009192,20100913,20100919,2010-09-09,권혁재,KWON Hyeok-jae
3,20100913~20100919,20100811,레지던트 이블 4: 끝나지 않은 전쟁 3D,20100913~201009193,20100913,20100919,2010-09-16,폴 W.S. 앤더슨,Paul W.S. Anderson
4,20100913~20100919,20100834,시라노; 연애조작단,20100913~201009194,20100913,20100919,2010-09-16,김현석,KIM Hyun-suk
1,20100906~20100912,20100305,해결사,20100906~201009121,20100906,20100912,2010-09-09,권혁재,KWON Hyeok-jae
2,20100906~20100912,20100810,마루 밑 아리에티,20100906~201009122,20100906,20100912,2010-09-09,요네바야시 히로마사,Hiromasa Yonebayashi
3,20100906~20100912,20100214,아저씨,20100906~201009123,20100906,20100912,2010-08-04,이정범,LEE Jeong-beom
4,20100906~20100912,20100766,킬러스,20100906~201009124,20100906,20100912,2010-09-02,로버트 루게틱,
1,20100830~20100905,20100214,아저씨,20100830~201009051,20100830,20100905,2010-08-04,이정범,LEE Jeong-beom
2,20100830~20100905,20100766,킬러스,20100830~201009052,20100830,20100905,2010-09-02,로버트 루게틱,
3,20100830~20100905,20100301,악마를 보았다,20100830~201009053,20100830,20100905,2010-08-12,김지운,KIM Jee-woon
4,20100830~20100905,20100816,피라냐,20100830~201009054,20100830,20100905,2010-08-26,알렉산더 아야,Alexandre Aja
1,20100823~20100829,20100214,아저씨,20100823~201008291,20100823,20100829,2010-08-04,이정범,LEE Jeong-beom
2,20100823~20100829,20100767,라스트 에어벤더,20100823~201008292,20100823,20100829,2010-08-19,M. 나이트 샤말란,M. Night Shyamalan
3,20100823~20100829,20100301,악마를 보았다,20100823~201008293,20100823,20100829,2010-08-12,김지운,KIM Jee-woon
4,20100823~20100829,20100312,인셉션,20100823~201008294,20100823,20100829,2010-07-21,크리스토퍼 놀란,Christopher Nolan
1,20100816~20100822,20100214,아저씨,20100816~201008221,20100816,20100822,2010-08-04,이정범,LEE Jeong-beom
2,20100816~20100822,20100767,라스트 에어벤더,20100816~201008222,20100816,20100822,2010-08-19,M. 나이트 샤말란,M. Night Shyamalan
3,20100816~20100822,20100301,악마를 보았다,20100816~201008223,20100816,20100822,2010-08-12,김지운,KIM Jee-woon
4,20100816~20100822,20100312,인셉션,20100816~201008224,20100816,20100822,2010-07-21,크리스토퍼 놀란,Christopher Nolan
1,20100809~20100815,20100214,아저씨,20100809~201008151,20100809,20100815,2010-08-04,이정범,LEE Jeong-beom
2,20100809~20100815,20100312,인셉션,20100809~201008152,20100809,20100815,2010-07-21,크리스토퍼 놀란,Christopher Nolan
3,20100809~20100815,20100301,악마를 보았다,20100809~201008153,20100809,20100815,2010-08-12,김지운,KIM Jee-woon
4,20100809~20100815,20100377,토이 스토리 3,20100809~201008154,20100809,20100815,2010-08-05,리 언크리치,Lee Unkrich
1,20100802~20100808,20100312,인셉션,20100802~201008081,20100802,20100808,2010-07-21,크리스토퍼 놀란,Christopher Nolan
2,20100802~20100808,20100370,솔트,20100802~201008082,20100802,20100808,2010-07-29,필립 노이스,Phillip Noyce
3,20100802~20100808,20100214,아저씨,20100802~201008083,20100802,20100808,2010-08-04,이정범,LEE Jeong-beom
4,20100802~20100808,20100377,토이 스토리 3,20100802~201008084,20100802,20100808,2010-08-05,리 언크리치,Lee Unkrich
1,20100726~20100801,20100312,인셉션,20100726~201008011,20100726,20100801,2010-07-21,크리스토퍼 놀란,Christopher Nolan
2,20100726~20100801,20100370,솔트,20100726~201008012,20100726,20100801,2010-07-29,필립 노이스,Phillip Noyce
3,20100726~20100801,20100209,이끼,20100726~201008013,20100726,20100801,2010-07-14,강우석,KANG Woo-suk
4,20100726~20100801,20100326,고死 두 번째 이야기: 교생실습,20100726~201008014,20100726,20100801,2010-07-28,유선동,
1,20100719~20100725,20100312,인셉션,20100719~201007251,20100719,20100725,2010-07-21,크리스토퍼 놀란,Christopher Nolan
2,20100719~20100725,20100209,이끼,20100719~201007252,20100719,20100725,2010-07-14,강우석,KANG Woo-suk
3,20100719~20100725,20100381,마법사의 제자,20100719~201007253,20100719,20100725,2010-07-21,존 터틀타웁,Jon Turteltaub
4,20100719~20100725,20100380,마음이2,20100719~201007254,20100719,20100725,2010-07-21,이정철,LEE Jung-chul
1,20100712~20100718,20100209,이끼,20100712~201007181,20100712,20100718,2010-07-14,강우석,KANG Woo-suk
2,20100712~20100718,20100361,이클립스,20100712~201007182,20100712,20100718,2010-07-07,데이빗 슬레이드,David Slade
3,20100712~20100718,20100333,슈렉 포에버,20100712~201007183,20100712,20100718,2010-07-01,마이크 미첼,Mike Mitchell
4,20100712~20100718,20100310,나잇&데이,20100712~201007184,20100712,20100718,2010-06-24,제임스 맨골드,James Mangold
1,20100705~20100711,20100361,이클립스,20100705~201007111,20100705,20100711,2010-07-07,데이빗 슬레이드,David Slade
2,20100705~20100711,20100333,슈렉 포에버,20100705~201007112,20100705,20100711,2010-07-01,마이크 미첼,Mike Mitchell
3,20100705~20100711,20100310,나잇&데이,20100705~201007113,20100705,20100711,2010-06-24,제임스 맨골드,James Mangold
4,20100705~20100711,20100296,포화속으로,20100705~201007114,20100705,20100711,2010-06-16,이재한,John H. LEE
1,20100628~20100704,20100333,슈렉 포에버,20100628~201007041,20100628,20100704,2010-07-01,마이크 미첼,Mike Mitchell
2,20100628~20100704,20100310,나잇&데이,20100628~201007042,20100628,20100704,2010-06-24,제임스 맨골드,James Mangold
3,20100628~20100704,20100296,포화속으로,20100628~201007043,20100628,20100704,2010-06-16,이재한,John H. LEE
4,20100628~20100704,20100353,파괴된 사나이,20100628~201007044,20100628,20100704,2010-07-01,우민호,WOO Min-ho
1,20100621~20100627,20100296,포화속으로,20100621~201006271,20100621,20100627,2010-06-16,이재한,John H. LEE
2,20100621~20100627,20100310,나잇&데이,20100621~201006272,20100621,20100627,2010-06-24,제임스 맨골드,James Mangold
3,20100621~20100627,20090927,방자전,20100621~201006273,20100621,20100627,2010-06-02,김대우,KIM Dae-woo
4,20100621~20100627,20100295,A-특공대,20100621~201006274,20100621,20100627,2010-06-10,조 카나한,Joe Carnahan
1,20100614~20100620,20100296,포화속으로,20100614~201006201,20100614,20100620,2010-06-16,이재한,John H. LEE
2,20100614~20100620,20090927,방자전,20100614~201006202,20100614,20100620,2010-06-02,김대우,KIM Dae-woo
3,20100614~20100620,20100295,A-특공대,20100614~201006203,20100614,20100620,2010-06-10,조 카나한,Joe Carnahan
4,20100614~20100620,20100285,섹스 앤 더 시티 2,20100614~201006204,20100614,20100620,2010-06-10,마이클 패트릭 킹,Michael Patrick King
1,20100607~20100613,20090927,방자전,20100607~201006131,20100607,20100613,2010-06-02,김대우,KIM Dae-woo
2,20100607~20100613,20100193,페르시아의 왕자: 시간의 모래,20100607~201006132,20100607,20100613,2010-05-27,마이크 뉴웰,Mike Newell
3,20100607~20100613,20100190,드래곤 길들이기,20100607~201006133,20100607,20100613,2010-05-20,딘 데블로이스,Dean Deblois
4,20100607~20100613,20100295,A-특공대,20100607~201006134,20100607,20100613,2010-06-10,조 카나한,Joe Carnahan
1,20100531~20100606,20090927,방자전,20100531~201006061,20100531,20100606,2010-06-02,김대우,KIM Dae-woo
2,20100531~20100606,20100193,페르시아의 왕자: 시간의 모래,20100531~201006062,20100531,20100606,2010-05-27,마이크 뉴웰,Mike Newell
3,20100531~20100606,20100190,드래곤 길들이기,20100531~201006063,20100531,20100606,2010-05-20,딘 데블로이스,Dean Deblois
4,20100531~20100606,20100188,하녀,20100531~201006064,20100531,20100606,2010-05-13,임상수,IM Sang-soo
1,20100524~20100530,20100193,페르시아의 왕자: 시간의 모래,20100524~201005301,20100524,20100530,2010-05-27,마이크 뉴웰,Mike Newell
2,20100524~20100530,20100190,드래곤 길들이기,20100524~201005302,20100524,20100530,2010-05-20,딘 데블로이스,Dean Deblois
3,20100524~20100530,20100188,하녀,20100524~201005303,20100524,20100530,2010-05-13,임상수,IM Sang-soo
4,20100524~20100530,20090951,로빈 후드,20100524~201005304,20100524,20100530,2010-05-13,리들리 스콧,Ridley Scott
1,20100517~20100523,20100188,하녀,20100517~201005231,20100517,20100523,2010-05-13,임상수,IM Sang-soo
2,20100517~20100523,20100190,드래곤 길들이기,20100517~201005232,20100517,20100523,2010-05-20,딘 데블로이스,Dean Deblois
3,20100517~20100523,20090951,로빈 후드,20100517~201005233,20100517,20100523,2010-05-13,리들리 스콧,Ridley Scott
4,20100517~20100523,20090933,아이언맨 2,20100517~201005234,20100517,20100523,2010-04-29,존 파브로,Jon Favreau
1,20100510~20100516,20100188,하녀,20100510~201005161,20100510,20100516,2010-05-13,임상수,IM Sang-soo
2,20100510~20100516,20090951,로빈 후드,20100510~201005162,20100510,20100516,2010-05-13,리들리 스콧,Ridley Scott
3,20100510~20100516,20090933,아이언맨 2,20100510~201005163,20100510,20100516,2010-04-29,존 파브로,Jon Favreau
4,20100510~20100516,20090931,구르믈 버서난 달처럼,20100510~201005164,20100510,20100516,2010-04-28,이준익,LEE Joon-ik
1,20100503~20100509,20090933,아이언맨 2,20100503~201005091,20100503,20100509,2010-04-29,존 파브로,Jon Favreau
2,20100503~20100509,20090931,구르믈 버서난 달처럼,20100503~201005092,20100503,20100509,2010-04-28,이준익,LEE Joon-ik
3,20100503~20100509,20100131,베스트셀러,20100503~201005093,20100503,20100509,2010-04-15,이정호,LEE Jeong-ho
4,20100503~20100509,20100198,대한민국 1%,20100503~201005094,20100503,20100509,2010-05-05,조명남,CHO Myeong-nam
1,20100426~20100502,20090933,아이언맨 2,20100426~201005021,20100426,20100502,2010-04-29,존 파브로,Jon Favreau
2,20100426~20100502,20090931,구르믈 버서난 달처럼,20100426~201005022,20100426,20100502,2010-04-28,이준익,LEE Joon-ik
3,20100426~20100502,20100131,베스트셀러,20100426~201005023,20100426,20100502,2010-04-15,이정호,LEE Jeong-ho
4,20100426~20100502,20100168,친정엄마,20100426~201005024,20100426,20100502,2010-04-22,유성엽,YOO Sung-yup
1,20100419~20100425,20100131,베스트셀러,20100419~201004251,20100419,20100425,2010-04-15,이정호,LEE Jeong-ho
2,20100419~20100425,20100018,타이탄,20100419~201004252,20100419,20100425,2010-04-01,루이스 리테리어,Louis Leterrier
3,20100419~20100425,20100168,친정엄마,20100419~201004253,20100419,20100425,2010-04-22,유성엽,YOO Sung-yup
4,20100419~20100425,20100129,반가운 살인자,20100419~201004254,20100419,20100425,2010-04-08,김동욱,KIM Dong-uk
1,20100412~20100418,20100018,타이탄,20100412~201004181,20100412,20100418,2010-04-01,루이스 리테리어,Louis Leterrier
2,20100412~20100418,20100131,베스트셀러,20100412~201004182,20100412,20100418,2010-04-15,이정호,LEE Jeong-ho
3,20100412~20100418,20100129,반가운 살인자,20100412~201004183,20100412,20100418,2010-04-08,김동욱,KIM Dong-uk
4,20100412~20100418,20100143,일라이,20100412~201004184,20100412,20100418,2010-04-15,알렌 휴즈,Allen Hughes
1,20100405~20100411,20100018,타이탄,20100405~201004111,20100405,20100411,2010-04-01,루이스 리테리어,Louis Leterrier
2,20100405~20100411,20100129,반가운 살인자,20100405~201004112,20100405,20100411,2010-04-08,김동욱,KIM Dong-uk
3,20100405~20100411,20090939,육혈포 강도단,20100405~201004113,20100405,20100411,2010-03-18,강효진,KANG Hyo-jin
4,20100405~20100411,20100142,크레이지,20100405~201004114,20100405,20100411,2010-04-08,브렉 에이즈너,Breck Eisner
1,20100329~20100404,20100018,타이탄,20100329~201004041,20100329,20100404,2010-04-01,루이스 리테리어,Louis Leterrier
2,20100329~20100404,20090939,육혈포 강도단,20100329~201004042,20100329,20100404,2010-03-18,강효진,KANG Hyo-jin
3,20100329~20100404,20090948,그린 존,20100329~201004043,20100329,20100404,2010-03-25,폴 그린그래스,Paul Greengrass
4,20100329~20100404,20100103,셔터 아일랜드,20100329~201004044,20100329,20100404,2010-03-18,마틴 스코세이지,Martin Scorsese
